gene,logFC,P.Value,adj.P.Val,status,is_piezo
PRKAR2B,-2.14316196835,1.70538653208406e-08,1.25107302589732e-06,Lateral higher,FALSE
SIGLEC1,-1.1241943381,1.70820471079212e-08,1.25107302589732e-06,Lateral higher,FALSE
COL24A1,1.6799773392,1.73784042909725e-08,1.26850687965515e-06,Medial higher,FALSE
BCL7A,-0.8003397018,1.76088895013177e-08,1.28103198806911e-06,Lateral higher,FALSE
CADM2,-2.18306694365,1.77309394160695e-08,1.28561131392781e-06,Lateral higher,FALSE
LINC00472,-0.8913687443,1.79294149067216e-08,1.29568316628242e-06,Lateral higher,FALSE
SLC29A4,-1.40634161735,1.8011784386741e-08,1.29732560920659e-06,Lateral higher,FALSE
CEP55,1.70400362055,1.83374197244627e-08,1.31545334484221e-06,Medial higher,FALSE
FKBP10,1.6423006495,1.83844160000015e-08,1.31545334484221e-06,Medial higher,FALSE
TTC39C,-1.13502291695,1.86218757021729e-08,1.32807554188087e-06,Lateral higher,FALSE
LILRB5,-1.08707280085,1.90515729636169e-08,1.35428044151828e-06,Lateral higher,FALSE
RABAC1,0.86465545035,1.96977090632582e-08,1.39565005714656e-06,Medial higher,FALSE
GDF6,2.56884787385,1.97873814219289e-08,1.39745169055129e-06,Medial higher,FALSE
MGST1,-2.90243909825,1.98522245075529e-08,1.39749381064171e-06,Lateral higher,FALSE
APBB1IP,-0.83597264875,2.01488870493012e-08,1.40960117894233e-06,Lateral higher,FALSE
AQPEP,-2.11431832245,2.01538234024948e-08,1.40960117894233e-06,Lateral higher,FALSE
SEMA3G,-1.51203799425,2.0394938374304e-08,1.42189326768545e-06,Lateral higher,FALSE
CLSPN,1.76766546,2.06616581325189e-08,1.43588622267908e-06,Medial higher,FALSE
MPZL1,0.8145220242,2.08565222167697e-08,1.44481232885087e-06,Medial higher,FALSE
C9orf103,-0.77226216545,2.10663864400313e-08,1.45471758045575e-06,Lateral higher,FALSE
NMNAT3,-1.1602450433,2.12341549422419e-08,1.46166246298622e-06,Lateral higher,FALSE
GNG4,2.025589125,2.17745274285397e-08,1.49413097989147e-06,Medial higher,FALSE
ABLIM3,-1.0743123319,2.18986010759335e-08,1.49505828329769e-06,Lateral higher,FALSE
SELENBP1,-0.7605996592,2.19255053499431e-08,1.49505828329769e-06,Lateral higher,FALSE
EZH1,-0.98835782925,2.20172944964457e-08,1.49662559339589e-06,Lateral higher,FALSE
CIDECP,-2.52569792285,2.22384382354746e-08,1.50523808676635e-06,Lateral higher,FALSE
NMUR1,-1.2737481106,2.22823953631282e-08,1.50523808676635e-06,Lateral higher,FALSE
ECE2,0.87514119355,2.24227150555576e-08,1.51002754764238e-06,Medial higher,FALSE
LUM,1.75926561215,2.27731536724795e-08,1.5226151347542e-06,Medial higher,FALSE
TTC39B,0.7783943371,2.28255342604036e-08,1.5226151347542e-06,Medial higher,FALSE
ANKRD20A2,-2.34719206655,2.2834859866706e-08,1.5226151347542e-06,Lateral higher,FALSE
GAP43,1.9576326482,2.28896261982634e-08,1.5226151347542e-06,Medial higher,FALSE
EBP,0.70388107405,2.33012539632418e-08,1.53881331256901e-06,Medial higher,FALSE
ZDHHC8,-1.2152703275,2.33331161550301e-08,1.53881331256901e-06,Lateral higher,FALSE
TRIM46,1.0972549697,2.33453656283456e-08,1.53881331256901e-06,Medial higher,FALSE
CD36,-1.67051202295,2.3829450334101e-08,1.56597644612497e-06,Lateral higher,FALSE
C14orf180,-2.03522463425,2.40634944410466e-08,1.57243594577207e-06,Lateral higher,FALSE
ACO1,-1.11908655015,2.40723230021194e-08,1.57243594577207e-06,Lateral higher,FALSE
MAPK10,-0.80336342345,2.42168405136348e-08,1.5771398648281e-06,Lateral higher,FALSE
DAPK2,-1.204188043,2.43799526292993e-08,1.57874726144648e-06,Lateral higher,FALSE
BCL2,-1.0808942363,2.43866807579081e-08,1.57874726144648e-06,Lateral higher,FALSE
HIST1H1A,1.85383035135,2.47157752321811e-08,1.5953042814552e-06,Medial higher,FALSE
LOC339290,-0.8035778454,2.50104000247149e-08,1.60394230352935e-06,Lateral higher,FALSE
MND1,1.3751127088,2.50383704887568e-08,1.60394230352935e-06,Medial higher,FALSE
C5orf4,-1.0389760916,2.50708157043021e-08,1.60394230352935e-06,Lateral higher,FALSE
F12,1.316979631,2.52246437396658e-08,1.60679127573532e-06,Medial higher,FALSE
ADH1A,-3.0584169509,2.52630846037826e-08,1.60679127573532e-06,Lateral higher,FALSE
CRY2,-0.97197132395,2.60777210791082e-08,1.65376848079523e-06,Lateral higher,FALSE
CIDEA,-2.6460448093,2.63610606527582e-08,1.66253837502631e-06,Lateral higher,FALSE
INHBB,-1.81148349775,2.63688736384736e-08,1.66253837502631e-06,Lateral higher,FALSE
VEGFB,-0.7482206868,2.65840494329631e-08,1.66701604556782e-06,Lateral higher,FALSE
LPL,-2.4032902725,2.66483083049744e-08,1.66701604556782e-06,Lateral higher,FALSE
TWIST2,-1.400369758,2.68087222187269e-08,1.66701604556782e-06,Lateral higher,FALSE
KIAA1024,0.8495134118,2.68140986858404e-08,1.66701604556782e-06,Medial higher,FALSE
PBK,2.5231217532,2.68230790708319e-08,1.66701604556782e-06,Medial higher,FALSE
LOC644339,-1.47108499815,2.69418131013837e-08,1.66962483926296e-06,Lateral higher,FALSE
DHRS3,-1.045342401,2.70245879642048e-08,1.66974260080242e-06,Lateral higher,FALSE
PRR7,1.05125469775,2.71526152050228e-08,1.66974260080242e-06,Medial higher,FALSE
KIAA0182,-0.7138840643,2.71740015025771e-08,1.66974260080242e-06,Lateral higher,FALSE
BIRC5,2.04780554835,2.76039287464939e-08,1.68894370903504e-06,Medial higher,FALSE
MAL2,-1.9744827635,2.76417782464359e-08,1.68894370903504e-06,Lateral higher,FALSE
C14orf91,-2.1735396269,2.81714666648237e-08,1.716486674771e-06,Lateral higher,FALSE
MCAM,-0.9280203845,2.86086613585935e-08,1.73551853834505e-06,Lateral higher,FALSE
UBE2T,1.30206987305,2.86433962516492e-08,1.73551853834505e-06,Medial higher,FALSE
HOXD10,1.22831621035,2.91133096664335e-08,1.75909086628961e-06,Medial higher,FALSE
NQO1,-1.4981954343,2.93159035139608e-08,1.76642529982181e-06,Lateral higher,FALSE
CCDC88B,-0.9873894231,2.9792483168098e-08,1.7901825797582e-06,Lateral higher,FALSE
WNT16,2.50266160555,3.00679588612075e-08,1.80175824007985e-06,Medial higher,FALSE
ELOVL4,0.9577568008,3.01850812649777e-08,1.80380738372471e-06,Medial higher,FALSE
RNF141,-0.881103374749999,3.04226774948795e-08,1.8130248790921e-06,Lateral higher,FALSE
ALDH2,-1.35587831015,3.05527757107916e-08,1.81580321656049e-06,Lateral higher,FALSE
UTS2D,-1.9546440295,3.07263053418475e-08,1.81589980654259e-06,Lateral higher,FALSE
MYH7B,-1.236056207,3.074342189767e-08,1.81589980654259e-06,Lateral higher,FALSE
ABCA5,-1.0407309099,3.08048468469206e-08,1.81589980654259e-06,Lateral higher,FALSE
PALM,-1.0549748463,3.12895947790877e-08,1.83184202741334e-06,Lateral higher,FALSE
CDKN3,1.8111832305,3.13030608595966e-08,1.83184202741334e-06,Medial higher,FALSE
PTTG2,0.96380982615,3.13279346357927e-08,1.83184202741334e-06,Medial higher,FALSE
LMO3,-2.47138544395,3.17203161271243e-08,1.84981318068957e-06,Lateral higher,FALSE
DHRS12,-0.76026058435,3.21119509950069e-08,1.86764480760265e-06,Lateral higher,FALSE
GPD1,-2.4901818644,3.25484449956341e-08,1.88764136656324e-06,Lateral higher,FALSE
RBP4,-1.42658843785,3.26293285135978e-08,1.88764136656324e-06,Lateral higher,FALSE
C9orf140,1.0772239692,3.29837506451777e-08,1.90308367117747e-06,Medial higher,FALSE
BCL6,-0.969040819,3.33973547996651e-08,1.91678021912606e-06,Lateral higher,FALSE
OLFML2A,1.04270222135,3.35104379488743e-08,1.91678021912606e-06,Medial higher,FALSE
LOC283392,-3.190482666,3.35243641276792e-08,1.91678021912606e-06,Lateral higher,FALSE
KANK1,-0.9880608528,3.35736145405952e-08,1.91678021912606e-06,Lateral higher,FALSE
COBLL1,-1.08619017965,3.38295384807053e-08,1.92633539537251e-06,Lateral higher,FALSE
IRX6,-1.4380126229,3.53359308960135e-08,2.00685944869474e-06,Lateral higher,FALSE
KCNS3,0.85869118575,3.54387800931459e-08,2.00745923069299e-06,Medial higher,FALSE
PLIN1,-3.2626554995,3.55748875160398e-08,2.00993494350363e-06,Lateral higher,FALSE
PLEKHA7,-0.9107573684,3.58264053521447e-08,2.01890147466283e-06,Lateral higher,FALSE
SERPINE2,1.35369434085,3.62331158636699e-08,2.03654453815645e-06,Medial higher,FALSE
CPXM1,1.48580670865,3.68196771320673e-08,2.06145349120032e-06,Medial higher,FALSE
BEND6,1.3454688594,3.686582420361e-08,2.06145349120032e-06,Medial higher,FALSE
TRAFD1,0.5045196049,3.70280241279993e-08,2.06521430982626e-06,Medial higher,FALSE
PHF19,0.94709753195,3.71463400190221e-08,2.0665145475544e-06,Medial higher,FALSE
C1orf54,1.02996830765,3.80482895034614e-08,2.11129181959003e-06,Medial higher,FALSE
SLC45A4,-0.665668079,3.8145452561866e-08,2.11129741507814e-06,Lateral higher,FALSE
STAT5A,-0.89773118695,3.83205978298386e-08,2.11560823348896e-06,Lateral higher,FALSE
PNPLA7,-1.6149367767,3.86555510416236e-08,2.12658532869116e-06,Lateral higher,FALSE
VIPR1,-1.904265467,3.87832084124554e-08,2.12658532869116e-06,Lateral higher,FALSE
F11R,-1.2318542074,3.88127241398672e-08,2.12658532869116e-06,Lateral higher,FALSE
FRMPD4,1.3557228085,3.98113974321723e-08,2.17582290689601e-06,Medial higher,FALSE
CXADR,1.948161805,3.99875748344488e-08,2.17997425513516e-06,Medial higher,FALSE
SHROOM3,1.4023604572,4.06468928556787e-08,2.21037803349181e-06,Medial higher,FALSE
LOC338653,-1.668767311,4.101918928291e-08,2.22133678636182e-06,Lateral higher,FALSE
PCOLCE,1.1101896316,4.10526566806478e-08,2.22133678636182e-06,Medial higher,FALSE
ANKRD20A5P,-2.3491665627,4.20869334932496e-08,2.27165006785401e-06,Lateral higher,FALSE
CTIF,-0.8358801645,4.24279284629231e-08,2.28438688100372e-06,Lateral higher,FALSE
CD300LG,-1.15490304925,4.27120393227135e-08,2.29400562801892e-06,Lateral higher,FALSE
PGBD5,1.8434363255,4.31271953546972e-08,2.31059791466841e-06,Medial higher,FALSE
CSRP2,-1.29401488515,4.33621795951431e-08,2.31544052675827e-06,Lateral higher,FALSE
ADRB2,-1.04239143645,4.34304769638367e-08,2.31544052675827e-06,Lateral higher,FALSE
ZMAT1,-1.29573402455,4.38302719481607e-08,2.33104174918433e-06,Lateral higher,FALSE
FADS1,0.8152923132,4.41732925688097e-08,2.34355478038231e-06,Medial higher,FALSE
OXTR,1.0645301064,4.47777402001914e-08,2.36984283414736e-06,Medial higher,FALSE
PDIA5,0.9675532383,4.57510385077541e-08,2.41547715927346e-06,Medial higher,FALSE
PECR,-1.067339447,4.72163007534086e-08,2.47890275223055e-06,Lateral higher,FALSE
METRN,0.7978508455,4.72561681118072e-08,2.47890275223055e-06,Medial higher,FALSE
C10orf58,-1.654200774,4.72942553409193e-08,2.47890275223055e-06,Lateral higher,FALSE
MAN2A2,-0.75047781515,4.74499352932413e-08,2.48108411658314e-06,Lateral higher,FALSE
CHEK1,1.39752076,4.82219069275675e-08,2.51540268462457e-06,Medial higher,FALSE
UBE2C,1.38485624735,5.01492147768265e-08,2.60967875556347e-06,Medial higher,FALSE
NDC80,1.3889712307,5.03274508673442e-08,2.61270336817773e-06,Medial higher,FALSE
SLC2A6,0.8686771548,5.11322824854116e-08,2.63730429535396e-06,Medial higher,FALSE
FKBP7,1.44003749365,5.1238035920778e-08,2.63730429535396e-06,Medial higher,FALSE
CIDEC,-2.723467951,5.12902526443051e-08,2.63730429535396e-06,Lateral higher,FALSE
ALPL,1.357385111,5.13710910474444e-08,2.63730429535396e-06,Medial higher,FALSE
MRPL41,-0.5319967759,5.14181914666963e-08,2.63730429535396e-06,Lateral higher,FALSE
ADAMTSL2,1.26002010365,5.1553632059462e-08,2.63730429535396e-06,Medial higher,FALSE
HMGB3,0.9571404835,5.16500381491719e-08,2.63730429535396e-06,Medial higher,FALSE
KRT12,1.3795554674,5.27217655094118e-08,2.68439127015857e-06,Medial higher,FALSE
TADA2B,-0.72720768515,5.28190264632157e-08,2.68439127015857e-06,Lateral higher,FALSE
GRAMD1B,0.9791480024,5.38280113431977e-08,2.7263003210627e-06,Medial higher,FALSE
OR7E156P,-0.5588406754,5.38943149161898e-08,2.7263003210627e-06,Lateral higher,FALSE
SH3BP5,-1.01349987975,5.47090742651861e-08,2.76109462509589e-06,Lateral higher,FALSE
PNMA6C,-1.31750923165,5.56371928250886e-08,2.7950238198676e-06,Lateral higher,FALSE
ZFP106,-0.62122440945,5.56383465429695e-08,2.7950238198676e-06,Lateral higher,FALSE
SLC2A4,-2.4406061046,5.61319656347955e-08,2.81332377070984e-06,Lateral higher,FALSE
TRIB1,-1.10689777995,5.64105636614354e-08,2.82078754198516e-06,Lateral higher,FALSE
LOC80054,-1.35260537775,5.68490083673996e-08,2.83619181194421e-06,Lateral higher,FALSE
SLC12A8,0.7571537555,5.71111584778331e-08,2.83667773333833e-06,Medial higher,FALSE
LRRC34,-0.63537416265,5.7119568186934e-08,2.83667773333833e-06,Lateral higher,FALSE
THRSP,-1.7375843077,5.73392135142238e-08,2.84109925367061e-06,Lateral higher,FALSE
SYTL4,-0.75837576605,5.81768320989725e-08,2.87605102685648e-06,Lateral higher,FALSE
APCDD1L,3.3501466511,5.87335882871498e-08,2.8969909578732e-06,Medial higher,FALSE
SCG5,1.5878607934,5.91297667715048e-08,2.90993368057414e-06,Medial higher,FALSE
ANKRD18B,-1.759637885,5.96170399886394e-08,2.92729086643992e-06,Lateral higher,FALSE
AAGAB,0.6022057998,6.01148804660861e-08,2.94508756733853e-06,Medial higher,FALSE
CDCA3,1.15142440925,6.06933955366841e-08,2.96674772969428e-06,Medial higher,FALSE
HSPB7,-1.4785341206,6.14407562719566e-08,2.99654558391838e-06,Lateral higher,FALSE
DSG3,2.519298413,6.26321990943941e-08,3.04586696235962e-06,Medial higher,FALSE
SLC26A4,-1.1930544344,6.27320889636406e-08,3.04586696235962e-06,Lateral higher,FALSE
ABHD14B,-0.7417131909,6.35161579289789e-08,3.07270017196045e-06,Lateral higher,FALSE
ARG2,0.7461566933,6.35672617406309e-08,3.07270017196045e-06,Medial higher,FALSE
BFSP1,1.04679972595,6.39538227014169e-08,3.08453115610027e-06,Medial higher,FALSE
LOC100131796,-1.4901289475,6.4294848064175e-08,3.09411844046888e-06,Lateral higher,FALSE
GPIHBP1,-1.65723152425,6.48415675903169e-08,3.11354034928162e-06,Lateral higher,FALSE
AKR1C4,-1.22233254745,6.53070953844663e-08,3.1264032068777e-06,Lateral higher,FALSE
NKD2,1.28106516965,6.5396904152692e-08,3.1264032068777e-06,Medial higher,FALSE
LDHD,-1.0941748415,6.60129362834288e-08,3.14893287288847e-06,Lateral higher,FALSE
LIN7A,-1.20441996925,6.63154668044432e-08,3.15644208737472e-06,Lateral higher,FALSE
LYVE1,-1.9071122775,6.81705854354644e-08,3.23765627596555e-06,Lateral higher,FALSE
GRINA,-0.7266294989,6.85393199368921e-08,3.24807687857795e-06,Lateral higher,FALSE
STK39,-0.7553385495,6.91194145569913e-08,3.26844675096451e-06,Lateral higher,FALSE
PEX19,-0.92533497635,7.0605311775213e-08,3.33146798640875e-06,Lateral higher,FALSE
AKR1B15,1.9162559738,7.10368463788685e-08,3.34457463730118e-06,Medial higher,FALSE
FAM70A,-2.331331721,7.13924017344501e-08,3.35405512425002e-06,Lateral higher,FALSE
SSTR1,-1.6933754228,7.19633392861518e-08,3.37359171584563e-06,Lateral higher,FALSE
TK1,1.79613838,7.24116112466315e-08,3.38730616739082e-06,Medial higher,FALSE
DKFZP586I1420,-1.00532083625,7.26663316795427e-08,3.39192713882707e-06,Lateral higher,FALSE
XXYLT1,0.8753497066,7.39796155400022e-08,3.4458342553022e-06,Medial higher,FALSE
TNMD,-1.6178539152,7.43904526584291e-08,3.45756650903023e-06,Lateral higher,FALSE
LRRN1,1.7397008765,7.55261403054796e-08,3.49679026866448e-06,Medial higher,FALSE
TENC1,-0.9708947159,7.56084799525817e-08,3.49679026866448e-06,Lateral higher,FALSE
LOC401022,0.6767664927,7.57166337137261e-08,3.49679026866448e-06,Medial higher,FALSE
LINC00256B,0.8473388686,7.61217312828361e-08,3.50511737955128e-06,Medial higher,FALSE
HEPACAM,-1.3202797865,7.62192221647553e-08,3.50511737955128e-06,Lateral higher,FALSE
CBFA2T3,-1.25457825425,7.64662327123413e-08,3.50905800413259e-06,Lateral higher,FALSE
GJC1,0.78684983705,7.67479133944638e-08,3.51031846778469e-06,Medial higher,FALSE
TMEM121,0.8077194185,7.69138369246546e-08,3.51031846778469e-06,Medial higher,FALSE
MAGED4B,1.1823685377,7.70499374980243e-08,3.51031846778469e-06,Medial higher,FALSE
EDNRA,1.11893416395,7.71392160537459e-08,3.51031846778469e-06,Medial higher,FALSE
GSTM2,-0.7612200266,7.75176770123798e-08,3.51551607474107e-06,Lateral higher,FALSE
RGS6,-1.4768732615,7.75766695419139e-08,3.51551607474107e-06,Lateral higher,FALSE
WASF3,-1.3505664628,7.79503793298723e-08,3.52510738291763e-06,Lateral higher,FALSE
KCNK1,1.17391399385,7.85494186710512e-08,3.54482770732927e-06,Medial higher,FALSE
VAV1,-0.793010472,7.92597809331755e-08,3.56947982372346e-06,Lateral higher,FALSE
CPZ,2.0031557603,8.00715622183775e-08,3.59858806069039e-06,Medial higher,FALSE
NR2F1,-1.77606081055,8.04610480489088e-08,3.60350199581988e-06,Lateral higher,FALSE
ACSL1,-1.4406465372,8.06285957077891e-08,3.60350199581988e-06,Lateral higher,FALSE
LZTS1,1.44259037495,8.06778903992407e-08,3.60350199581988e-06,Medial higher,FALSE
PRRX1,1.46296863025,8.2061349642639e-08,3.63958458405542e-06,Medial higher,FALSE
ARSI,1.66508517645,8.21544549992443e-08,3.63958458405542e-06,Medial higher,FALSE
TMC6,-0.90159582755,8.21821420176599e-08,3.63958458405542e-06,Lateral higher,FALSE
DLEC1,-1.59500786575,8.22337326148563e-08,3.63958458405542e-06,Lateral higher,FALSE
COL6A3,2.7275595515,8.23223434790027e-08,3.63958458405542e-06,Medial higher,FALSE
KIF20A,1.41442464995,8.29099721901292e-08,3.65812923951255e-06,Medial higher,FALSE
PLCD4,-1.1669022001,8.31571938267924e-08,3.66160987878621e-06,Lateral higher,FALSE
IMPA2,-0.8756140155,8.36843218691564e-08,3.66560474781343e-06,Lateral higher,FALSE
SIK2,-1.1543563005,8.37742996164546e-08,3.66560474781343e-06,Lateral higher,FALSE
BEND7,-0.954505874,8.38255825322265e-08,3.66560474781343e-06,Lateral higher,FALSE
BMP7,1.3218515402,8.39219917437977e-08,3.66560474781343e-06,Medial higher,FALSE
RBP7,-1.2224278432,8.47775413234672e-08,3.69555326426465e-06,Lateral higher,FALSE
ALDH5A1,-0.875916533,8.51124778990186e-08,3.7027332385189e-06,Lateral higher,FALSE
AMOTL2,-0.9139539238,8.59712503415903e-08,3.7326280188229e-06,Lateral higher,FALSE
SGMS2,1.74917974295,8.63773844583253e-08,3.74279057119022e-06,Medial higher,FALSE
CA12,2.7611099415,8.66338777459341e-08,3.74644156805081e-06,Medial higher,FALSE
GPX7,1.14733028925,8.72550871654092e-08,3.75092693651568e-06,Medial higher,FALSE
LOC100129781,-0.8354308625,8.73374069726691e-08,3.75092693651568e-06,Lateral higher,FALSE
UCN2,1.5476048473,8.73764036805284e-08,3.75092693651568e-06,Medial higher,FALSE
TK2,-0.73110894915,8.75387118498636e-08,3.75092693651568e-06,Lateral higher,FALSE
STAT5B,-0.83884091345,8.7599801569969e-08,3.75092693651568e-06,Lateral higher,FALSE
PPIC,1.52455863825,8.80708641345427e-08,3.75723277936068e-06,Medial higher,FALSE
HSPA12A,-0.88410275655,8.80925302259078e-08,3.75723277936068e-06,Lateral higher,FALSE
ARHGAP27,-0.762518503,8.86206185029863e-08,3.77235947881988e-06,Lateral higher,FALSE
NANOS3,0.7376160624,8.91532014179178e-08,3.78761804148935e-06,Medial higher,FALSE
WNT1,1.74464973325,9.00003086997773e-08,3.81615344022915e-06,Medial higher,FALSE
P2RY14,-2.360390412,9.02462191434381e-08,3.81913571752542e-06,Lateral higher,FALSE
SOX11,2.27491784215,9.10289774728504e-08,3.8447811999795e-06,Medial higher,FALSE
TMSB15A,1.33888413965,9.49954143699451e-08,3.99750868674958e-06,Medial higher,FALSE
C17orf108,-0.70462951465,9.50125041858005e-08,3.99750868674958e-06,Lateral higher,FALSE
C14orf132,0.8380614676,9.53929102107877e-08,4.00576560406381e-06,Medial higher,FALSE
CNTFR,-1.70509346,9.61109510323681e-08,4.02279709945941e-06,Lateral higher,FALSE
SMARCC2,-0.67330160125,9.61683749411039e-08,4.02279709945941e-06,Lateral higher,FALSE
ZNF643,0.75010948135,9.69679180945741e-08,4.04338553780637e-06,Medial higher,FALSE
FKBP14,0.9066715264,9.70323303942131e-08,4.04338553780637e-06,Medial higher,FALSE
MESP1,-2.0559389045,9.94772823409313e-08,4.13342428377615e-06,Lateral higher,FALSE
LOC375295,1.16403987035,9.96949129432655e-08,4.13342428377615e-06,Medial higher,FALSE
KDELR3,1.846169828,9.97631366762816e-08,4.13342428377615e-06,Medial higher,FALSE
MYO19,0.8266410348,1.00594539955779e-07,4.15994759147929e-06,Medial higher,FALSE
GKAP1,-1.17227718635,1.00826467530492e-07,4.16162679643884e-06,Lateral higher,FALSE
FAR2,0.6431569541,1.01167126024342e-07,4.16777902515432e-06,Medial higher,FALSE
PYGL,-1.00269923245,1.0152263408864e-07,4.17451859488864e-06,Lateral higher,FALSE
LSM7,0.5566538794,1.03723802428414e-07,4.24982390673713e-06,Medial higher,FALSE
FNDC1,2.2003096608,1.03744781835115e-07,4.24982390673713e-06,Medial higher,FALSE
IFT122,-0.9018728765,1.04360459893905e-07,4.26700887897035e-06,Lateral higher,FALSE
GAPDH,0.9518690537,1.05095802243811e-07,4.28901292759358e-06,Medial higher,FALSE
TNFRSF4,-0.8052516464,1.05669685917757e-07,4.30435769303942e-06,Lateral higher,FALSE
BMP1,1.266982631,1.06346291869299e-07,4.32382157147849e-06,Medial higher,FALSE
LOC100190938,-1.46032041615,1.07253838443618e-07,4.35258487654028e-06,Lateral higher,FALSE
C20orf201,1.20787906255,1.07873036396803e-07,4.36956105717552e-06,Medial higher,FALSE
MYL5,-0.7158977269,1.09416059584214e-07,4.41814883026258e-06,Lateral higher,FALSE
POLR3D,0.5863787194,1.09478770665297e-07,4.41814883026258e-06,Medial higher,FALSE
PRAF2,0.7714090389,1.09906857184067e-07,4.42721103234782e-06,Medial higher,FALSE
LIMA1,-0.86322631765,1.104089520145e-07,4.43921538672717e-06,Lateral higher,FALSE
HK2,-1.2251604095,1.10858529402314e-07,4.44906777040431e-06,Lateral higher,FALSE
NUDT1,0.79059647535,1.12390073586722e-07,4.50222629955504e-06,Medial higher,FALSE
